Proteins,Intensity LUAD_phos_01T,Intensity LUAD_phos_02T,Intensity LUAD_phos_03T,Intensity LUAD_phos_04T,Intensity LUAD_phos_05T,Intensity LUAD_phos_06T,Intensity LUAD_phos_07T,Intensity LUAD_phos_08T,Intensity LUAD_phos_09T,Intensity LUAD_phos_10T,Intensity LUAD_phos_11T,Intensity LUAD_phos_12T,Intensity LUAD_phos_13T,Intensity LUAD_phos_14T,Intensity LUAD_phos_15T,Intensity LUAD_phos_16T,Intensity LUAD_phos_17T,Intensity LUAD_phos_18T,Intensity LUAD_phos_19T,Intensity LUAD_phos_20T,Intensity LUAD_phos_21T,Intensity LUAD_phos_22T,Intensity LUAD_phos_23T,Intensity LUAD_phos_24T,Intensity LUAD_phos_25T,Intensity LUAD_phos_26T,Intensity LUAD_phos_27T,Intensity LUAD_phos_28T,Intensity LUAD_phos_29T,Intensity LUAD_phos_30T,Intensity LUAD_phos_31T,Intensity LUAD_phos_32T,Intensity LUAD_phos_33T,Intensity LUAD_phos_34T,Intensity LUAD_phos_35T,Intensity LUAD_phos_36T,Intensity LUAD_phos_37T,Intensity LUAD_phos_38T,Intensity LUAD_phos_39T,Intensity LUAD_phos_40T,Intensity LUAD_phos_41T,Intensity LUAD_phos_42T,Intensity LUAD_phos_43T,Intensity LUAD_phos_44T,Intensity LUAD_phos_45T,Intensity LUAD_phos_46T,Intensity LUAD_phos_47T,Intensity LUAD_phos_48T,Intensity LUAD_phos_49T,Intensity LUAD_phos_50T,Intensity LUAD_phos_51T,Intensity LUAD_phos_52T,Intensity LUAD_phos_53T,Intensity LUAD_phos_54T,Intensity LUAD_phos_55T,Intensity LUAD_phos_56T,Intensity LUAD_phos_57T,Intensity LUAD_phos_58T,Intensity LUAD_phos_59T,Intensity LUAD_phos_60T,Intensity LUAD_phos_61T,Intensity LUAD_phos_62T,Intensity LUAD_phos_75T,Intensity LUAD_phos_76T,Intensity LUAD_phos_77T,Intensity LUAD_phos_78T,Intensity LUAD_phos_79T,Intensity LUAD_phos_80T,Intensity LUAD_phos_81T,Intensity LUAD_phos_82T,Intensity LUAD_phos_83T,Intensity LUAD_phos_84T,Intensity LUAD_phos_85T,Intensity LUAD_phos_86T,Intensity LUAD_phos_87T,Intensity LUAD_phos_88T,Intensity LUAD_phos_90T,Intensity LUAD_phos_91T,Intensity LUAD_phos_92T,Intensity LUAD_phos_01N,Intensity LUAD_phos_02N,Intensity LUAD_phos_03N,Intensity LUAD_phos_04N,Intensity LUAD_phos_05N,Intensity LUAD_phos_06N,Intensity LUAD_phos_07N,Intensity LUAD_phos_08N,Intensity LUAD_phos_09N,Intensity LUAD_phos_10N,Intensity LUAD_phos_11N,Intensity LUAD_phos_12N,Intensity LUAD_phos_13N,Intensity LUAD_phos_14N,Intensity LUAD_phos_15N,Intensity LUAD_phos_16N,Intensity LUAD_phos_17N,Intensity LUAD_phos_18N,Intensity LUAD_phos_19N,Intensity LUAD_phos_20N,Intensity LUAD_phos_21N,Intensity LUAD_phos_22N,Intensity LUAD_phos_23N,Intensity LUAD_phos_24N,Intensity LUAD_phos_25N,Intensity LUAD_phos_26N,Intensity LUAD_phos_27N,Intensity LUAD_phos_28N,Intensity LUAD_phos_29N,Intensity LUAD_phos_30N,Intensity LUAD_phos_31N,Intensity LUAD_phos_32N,Intensity LUAD_phos_33N,Intensity LUAD_phos_34N,Intensity LUAD_phos_35N,Intensity LUAD_phos_36N,Intensity LUAD_phos_37N,Intensity LUAD_phos_38N,Intensity LUAD_phos_39N,Intensity LUAD_phos_40N,Intensity LUAD_phos_41N,Intensity LUAD_phos_42N,Intensity LUAD_phos_43N,Intensity LUAD_phos_44N,Intensity LUAD_phos_45N,Intensity LUAD_phos_46N,Intensity LUAD_phos_47N,Intensity LUAD_phos_48N,Intensity LUAD_phos_49N,Intensity LUAD_phos_50N,Intensity LUAD_phos_51N,Intensity LUAD_phos_52N,Intensity LUAD_phos_53N,Intensity LUAD_phos_54N,Intensity LUAD_phos_55N,Intensity LUAD_phos_56N,Intensity LUAD_phos_57N,Intensity LUAD_phos_58N,Intensity LUAD_phos_59N,Intensity LUAD_phos_60N,Intensity LUAD_phos_61N,Intensity LUAD_phos_62N,Intensity LUAD_phos_75N,Intensity LUAD_phos_76N,Intensity LUAD_phos_77N,Intensity LUAD_phos_78N,Intensity LUAD_phos_79N,Intensity LUAD_phos_80N,Intensity LUAD_phos_81N,Intensity LUAD_phos_82N,Intensity LUAD_phos_83N,Intensity LUAD_phos_84N,Intensity LUAD_phos_85N,Intensity LUAD_phos_86N,Intensity LUAD_phos_87N,Intensity LUAD_phos_88N,Intensity LUAD_phos_90N,Intensity LUAD_phos_91N,Intensity LUAD_phos_92N
Q9BR76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9BRD0,1212820975,1593145250,724171957.2,1074993973,858929217.4,1056424084,989818994.4,1196077297,323517513.3,514508615.6,515674036.5,266405690.2,765344588,625106074,249289279.4,505300453.1,671232956.1,208035212.4,772930374.3,468991225.2,820030508.1,997944986.6,358845817.2,675710101.9,966077777.9,127400852,435179587.4,240708768.6,169757726.2,202675085,589545235.6,1177178452,381500044.9,586095990,296101746.6,255769870.8,1129444737,848940235.6,782492058.4,537784071.6,540655133.2,348123784.4,124602162.5,772371400.6,732162244,899840483.3,251746795.2,1008927630,537436584.4,600410646.3,574644330.5,862176944.2,276263137,310101801.8,482222815,421856404.7,178202455.3,791817065.1,535133040,711192854.9,0,616889204,767193550.1,857099696.9,674086014,474097368,578612063,52969500,255221232.7,111117708.4,368444902.8,457647945.2,538038059.9,775399098.4,256049519,928732608.8,247493216.8,582004093.5,260736373.2,1177705930,978955795.2,887450457.4,943867487.1,988798757.6,885409917.8,628755036.5,777983125.6,675606934.4,640806489.5,0,0,0,123393157.4,0,0,106227340.3,208233298.6,452423457.6,0,0,335876273.5,450751644,0,211454559.2,0,0,0,0,0,324764921,760324100.4,240996123,576281326.5,84302853.43,0,572501550,0,247279416,0,270991897,168463860.4,385233580.5,258716316.6,953031509.5,391185160.8,365929951.7,618627168,229473426.8,268450485.8,0,0,0,139730691.9,194740923.8,0,438931137.8,196186809.4,80890967.79,244419328.3,115166207.9,120088031,208268465.2,467992450.8,405412686.7,0,222101136.2,34306761.76,125880805.1,0,463632435.2,334987420,102495966.4,521153644,0,523801230.4,251940931.4,0,66677286.72
Q9BRG2,243489981,0,117477826.2,266862368.2,559301152.8,519927597.2,352907797.9,383023165.6,230416942.2,129348253.9,149374067.6,265889840.2,126595023,132164734.8,0,93881010.64,81588722.29,92533606.2,311646274.7,114364106.3,0,0,42747102.87,0,204862255.6,0,53612083.92,53107892.14,0,0,154003611.9,112045350.2,358057444.9,115562218,120215736.6,0,240220663.8,237784781.6,127588516.4,411175203.7,273737321.6,120133212.2,259125125,256299550.2,110088592,256780623.8,0,125238103.7,263349792.2,51516955.78,0,116903520.6,84163578.99,55410920.35,178313526,76967100.94,87742427.64,125496265,64295634.29,0,0,0,83306431.25,119427956.7,133936346.8,236537084,229522649.2,0,52132908.18,0,44346950.47,54561563.6,173879620,127462411.4,128820584.5,128413528.4,0,0,0,127987135.6,0,121811578.2,529575121.2,601469523.5,242889150.8,373154721.9,261082615.2,0,0,0,0,0,0,0,0,0,0,108972259.4,0,0,0,0,0,107602579.6,0,0,0,0,0,79115025.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9BRJ6,118525840.5,118483644.6,0,134194034.1,118524088.2,119969449.3,0,128857555.2,233127342.2,128542153.9,75201533.79,267961090.2,129829033,138333734.8,0,0,395142066.9,203827612.4,210661449.8,120225206.3,117220658.3,101284998.5,110575905.7,118087886,90839327.79,0,47221583.92,130328784.3,187798326.2,74796428.32,68514805.95,226035300.4,245354796.6,237217736,74136736.64,122217735.4,119237281.9,0,267391112.8,281369935.8,135861660.8,68847146.11,125218212.5,254429810.2,105783592,130504911.9,0,126091503.7,133889596.1,112924911.6,223798512.2,249204141.2,0,0,190068426,176610801.9,195079955.2,128880165,67575034.29,86051644.36,0,124162914.8,176407162.5,0,134337636.8,246534584,124671074.6,72299000,116353116.4,115038708.4,113775600.9,65772463.6,84351809.99,0,128012024.5,257783116.8,125861008.4,110283778.7,0,0,0,0,132646355.3,0,0,126446307.3,131799607.6,114857272.4,0,0,0,0,0,0,0,108211940.3,0,0,0,0,0,37905344.4,0,0,113144289.8,0,0,101859813.4,0,80363225.26,0,122330891.5,113697265.3,0,0,0,0,0,133403767.6,0,82007210.2,0,128855658.3,104224345.5,0,0,0,115696023.4,0,0,124374841.5,0,77486815.94,99343961.88,0,0,101593029.7,81586267.79,0,0,0,0,114922182.7,134407508.9,127666602.5,113070558.1,9470772.353,64256102.57,0,39641623.52,0,0,130642143.5,131926391.5,0,0,0,72614786.72
Q9BRK3,0,0,0,127848524.1,115809588.2,0,112494999.3,126129455.2,0,0,70544333.79,0,0,0,123817949.7,0,87892822.29,0,106246824.9,0,0,97365798.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126939606.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60805320.35,0,88962900.94,0,0,0,0,0,0,0,0,133881386.8,115238942,0,8260500,0,0,0,61138463.6,0,0,127609084.5,128228828.4,0,0,69656318.31,0,0,0,0,114560214.7,0,122563007.3,0,112263372.4,0,0,0,0,0,0,0,0,0,0,0,0,0,42406344.4,0,0,0,0,75859049.66,0,0,0,0,121749091.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117811830.5,0,0,72543315.94,0,0,0,0,85634367.79,0,0,0,0,0,134386058.9,0,111595758.1,22095272.35,0,108411825.9,44142623.52,71462803.99,0,0,0,0,0,0,91319786.72
Q9BRK4,235656981,228393989.2,235527552.4,260716468.2,113796688.2,215403998.6,229243898.6,126150355.2,0,0,0,0,126319623,0,0,0,0,0,0,0,0,98927398.53,46878802.87,80548585.97,0,0,0,45266492.14,84873313.12,71685028.32,64274805.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95187427.64,58384082.52,0,0,118683490.4,0,0,0,0,0,0,2173100,0,0,48478650.47,0,0,0,0,0,0,0,72332318.31,385644396.8,0,245473716.4,0,116588404.7,0,124284807.3,0,0,0,0,0,131675936.1,124681207.4,120790605.5,0,0,0,0,0,0,114555724.5,33190544.4,101773581.8,103618839.6,0,0,0,0,0,93454725.26,114047767.2,0,114040665.3,0,0,235905000,0,0,0,142471978.5,85314530.2,0,0,0,0,121858793.9,0,0,51824730.97,0,0,94920929.89,151198731.9,0,91729783.05,117889107.5,202697359.4,0,0,115846177.9,121815431,0,0,0,0,114445758.1,6967872.353,0,109881425.9,34926823.52,0,0,129598143.5,132699871.5,0,0,0,80144786.72
Q9BRK5,117939640.5,122407244.6,118280126.2,130282134.1,270402116.4,115759449.3,115939999.3,127166655.2,0,0,0,0,0,0,0,0,81191022.29,0,107927824.9,0,0,0,0,0,0,0,60075983.92,0,0,0,0,0,0,0,0,0,0,118676290.8,0,138697567.9,133386630.8,72557146.11,130447012.5,0,0,0,127721897.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82632209.99,0,135052484.5,0,0,0,0,129077135.6,0,0,131698745.3,126484804.7,0,125157007.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9BRL6,0,0,0,0,0,106684349.3,0,0,0,0,0,0,0,0,0,0,79180022.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125855107.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9BRP0,0,114927844.6,0,0,0,0,0,125768335.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87762413.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123149107.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9BRP8,0,0,0,0,237059576.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78466385.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136933267.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117715304.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9BRP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130772203.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100793980.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9BRQ0,131310040.5,124999244.6,120692026.2,135916334.1,146965288.2,138353449.3,131563999.3,130459955.2,138008471.1,0,0,0,131659833,0,0,117700510.6,108192822.3,0,0,0,0,0,0,0,105088127.8,0,68742983.92,61673892.14,101280213.1,67894228.32,97980205.95,128156950.2,0,0,0,0,0,0,132383956.4,138987667.9,141585860.8,74864146.11,0,128957975.1,0,128616611.9,126033397.6,0,140395796.1,0,119672406.1,0,0,0,106812863,91285900.94,0,60503082.52,85753034.29,100749344.4,0,0,0,0,0,0,0,0,37752908.18,0,0,60228463.6,116306810,129370821.4,0,0,0,0,0,130653135.6,127153594.4,124461058.2,133015855.3,128224804.7,0,134725907.3,131104307.6,117707072.4,0,95389530.92,0,132609326.1,0,0,0,0,0,0,0,0,0,32230344.4,0,105613679.6,115557489.8,103220980.7,87776849.66,0,0,0,118243767.2,0,0,0,0,0,0,0,0,0,0,0,128448058.3,109980145.5,0,123403673.9,0,0,0,0,0,0,0,0,95577883.05,95333307.55,0,0,0,118714477.9,0,93344432.62,0,135982728.9,128475102.5,117330358.1,0,0,111545525.9,33966623.52,0,0,131222743.5,0,0,0,0,0
Q9BRQ6,0,0,0,0,0,0,112873999.3,137150455.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124457507.3,129537907.6,0,0,0,0,0,124396407.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134920267.6,136929378.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9BRR8,249729281,251086489.2,246668052.4,0,246984576.4,240099798.6,236923198.6,260731710.4,217040342.2,0,0,0,0,265559469.6,0,0,312300644.6,103393606.2,309089649.8,0,0,103331298.5,164840605.7,400803772,202228255.6,0,124223967.8,213083784.2,217701426.2,222179856.6,163080411.9,104637750.2,0,0,147289473.3,0,0,0,0,0,0,148174292.2,0,0,0,287526023.8,0,259785107.4,0,45266955.78,121648406.1,254998441.2,0,0,0,161341001.9,0,0,0,0,291367980.8,250950829.6,0,0,0,0,0,85680000,0,0,168040300.9,185432927.2,0,0,0,0,0,0,0,0,0,251232916.4,0,241030009.4,0,256826414.6,262956215.2,136542972.4,0,0,0,0,0,251375611,0,0,212007498.6,0,0,0,267339249,46449344.4,213760163.6,0,0,0,169879699.3,232681026.8,192635717,0,0,0,0,185146506.9,0,240441100,0,0,0,0,173276860.4,0,261181316.6,107898845.5,0,0,0,324762246.8,0,116101730.5,0,0,0,0,0,0,0,0,0,248584155.8,253354362,0,0,0,0,253132716.2,49472544.7,0,0,48185623.52,68351803.99,0,0,0,0,0,0,0
Q9BRR9,121042940.5,124364244.6,118202326.2,0,0,116656449.3,130094999.3,0,114623471.1,0,81576033.79,133297045.1,141391233,0,145324339.7,0,91366822.29,0,97138124.93,120716406.3,0,0,142591305.7,0,0,193573282,58651983.92,0,0,0,72162205.95,115377950.2,0,0,65795436.64,0,0,118667590.8,128250356.4,0,0,126804792.2,0,0,103148992,131733911.9,0,0,0,52816955.78,132018406.1,0,93510878.99,0,0,0,0,0,0,91674344.36,184440490.4,129221214.8,0,0,0,128360342,120916574.6,3920300,81590516.36,0,145791000.9,0,0,128316321.4,0,0,0,0,0,0,0,0,133830155.3,117095404.7,0,124759807.3,0,114520772.4,0,0,0,0,0,129542605.5,119066977.2,0,0,0,0,0,0,0,0,0,0,0,0,110822513.4,0,81898725.26,106353867.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122120741.5,0,0,0,0,0,0,81303667.79,0,117067177.9,0,0,0,0,0,115056258.1,7901172.353,61008602.57,0,0,0,0,0,0,0,0,0,0
Q9BRS2,115642800.5,0,0,0,0,0,112428999.3,127101055.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64873705.95,0,0,0,0,0,0,0,0,133395867.9,133379300.8,0,0,0,0,0,0,123450403.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121812194.4,0,0,0,121389625.4,124899807.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9BRZ2,134661040.5,605235723,120059126.2,270031568.2,369500064.6,235937598.6,481542097.2,255157910.4,436449184.4,129211653.9,77355033.79,266804840.2,0,0,0,230516021.2,0,95127806.2,218421649.8,237300712.6,0,0,111711505.7,244459257.9,93219627.79,0,241119951.7,197147676.4,85250813.12,153413656.6,439712429.7,115709950.2,236959496.6,234739136,157572173.3,0,248052363.8,249371881.6,131519756.4,275080035.8,140221660.8,197941292.2,254913925,0,118127592,133359711.9,124443997.6,501874914.8,261174532.2,46666955.78,0,252819141.2,0,79034120.35,90919563,0,96759627.64,63471082.52,78336034.29,91860344.36,0,0,188612562.5,0,0,235707604,0,13112000,48354908.18,111812508.4,114911200.9,0,180585420,0,265414069,258611956.8,0,109691778.7,0,266925471.2,122489794.4,125309558.2,133366355.3,120556204.7,125274125.4,130277407.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82599725.26,0,0,0,0,0,0,0,0,134833467.6,136620978.5,85374330.2,0,0,0,0,0,0,0,0,119886330.5,0,0,0,0,0,0,0,0,82574642.76,0,0,102948232.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9BS40,0,0,117092776.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112743658.1,0,0,0,0,0,0,0,0,0,0,0,0
Q9BS91,116600040.5,114813744.6,116897636.2,0,111731488.2,105521389.3,112802499.3,0,0,0,0,0,0,0,0,0,180797644.6,89868406.2,101342924.9,0,0,0,0,0,0,0,45490383.92,89596284.28,0,0,71839205.95,0,0,0,0,0,0,0,0,133566867.9,0,0,0,0,108979892,0,0,0,0,44023455.78,0,0,0,57314020.35,83073863,0,0,122999665,69589534.29,86401144.36,0,0,0,117466876.7,134428716.8,0,117355974.6,38033000,0,0,0,62534463.6,166944420,127674121.4,0,0,0,111376978.7,0,127299615.6,0,121943368.2,0,114961204.7,0,121717717.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113275423.4,0,0,0,76931329.89,0,0,0,89336607.55,0,85648867.79,0,0,0,0,0,0,0,0,0,0,107525375.9,0,0,0,129489423.5,0,0,0,0,0
Q9BSA9,0,0,0,258511668.2,0,0,0,0,0,0,75307133.79,0,0,0,0,0,0,0,0,0,0,0,0,0,89948327.79,0,48869483.92,0,0,0,0,0,0,0,0,0,0,0,0,136161267.9,0,0,0,0,108601592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9BSE4,0,0,0,0,0,107283249.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122600558.2,0,0,121743525.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9BSI4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120529194.4,122482358.2,0,0,0,0,129466107.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29860944.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32608323.52,0,0,0,0,0,0,0,0
Q9BSJ8,483749462,603495683,365329578.6,401837032.3,579513791,249994298.6,472903497.2,395280665.6,220162342.2,0,237525601.4,266288960.2,132590733,252953169.6,127070439.7,0,126351822.3,92749906.2,197566649.9,0,0,0,120964705.7,169480171.9,197994255.6,131129182,50619383.92,230171360.7,0,0,141805011.9,210080640.4,121607848.3,241866636,146075573.3,0,242579963.8,120543790.8,257954432.8,408632603.7,539630653.2,62255446.11,124910812.5,128500575.1,0,0,128885697.6,250178607.4,132529096.1,37768255.78,119533406.1,120646520.6,95361878.99,141082840.7,99612863,155546501.9,108998627.6,80911082.52,130993468.6,90172444.36,246476980.8,124677714.8,86575031.25,120975456.7,0,123033342,124913074.6,130149500,137046824.5,0,124164400.9,196990890.8,222835920,132643021.4,129998084.5,129539128.4,126485808.4,110046978.7,158365636.6,263968271.2,627689382,380306274.6,533194931.2,362988414.1,249250850.8,397915221.9,274120115.2,128328972.4,0,89218630.92,137160017.8,136185026.1,376366722.2,369194616.5,80265977.16,220214720.6,0,220382218.8,247028565.4,0,0,100730288.8,316137645.4,211644059.2,0,0,76764849.66,105863213.4,81761058.51,179995350.5,120379767.2,0,119072065.3,91400253.43,125476315.2,118880150,0,126160208,404399212.8,138118978.5,170719360.4,128994613.5,134807758.3,0,0,127116973.9,129614833.6,112554583.4,84494730.97,123505030.5,128673241.5,85737929.89,96043115.94,206252323.8,92091683.05,100944107.5,228337059.4,188780035.6,282033528.3,239038755.8,246042062,101991232.6,118670482.7,0,390331907.5,243696016.2,118907761.8,144049705.1,113745425.9,104202847,130709908,102274456.4,132055043.5,132054511.5,131523522.6,124649615.7,0,86183786.72
Q9BSK0,0,0,0,129028134.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9BSL1,0,116889644.6,0,0,0,106293749.3,115463299.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95427148.53,0,0,0,128936282,0,0,0,70339028.32,0,103765550.2,0,114845218,64348336.64,0,0,0,0,0,138312760.8,0,0,0,0,0,0,0,0,0,0,0,94827878.99,62044120.35,0,0,0,61116082.52,0,0,0,0,0,0,0,0,0,0,32067108.18,0,0,76810463.6,0,0,0,128563328.4,0,0,65354618.31,0,0,0,0,0,124318125.4,0,0,122144972.4,0,0,0,0,0,0,0,0,0,113227959.4,0,0,0,42714344.4,0,0,0,0,0,0,0,0,105194667.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89789907.55,0,0,0,0,0,0,112017882.7,0,0,0,0,0,0,43266623.52,71250803.99,0,0,132293671.5,132036422.6,0,0,0
